1732896762147,90.20325,-0.37353516,-122.805176,0.0,0.0,0.0
1732896762213,90.20325,-0.37353516,-122.79968,0.0,0.0,0.0
1732896762326,90.197754,-0.37902832,-122.7832,0.0,0.0,0.0
1732896762417,90.197754,-0.37902832,-122.77222,0.0,0.0,0.0
1732896762555,90.197754,-0.37902832,-122.76672,0.0,0.0,0.0
1732896762618,90.197754,-0.37902832,-122.75574,0.0,0.0,0.0
1732896762732,90.197754,-0.37902832,-122.750244,0.0,0.0,0.0
1732896762821,90.197754,-0.37902832,-122.73926,0.0,0.0,0.0
1732896762935,90.19226,-0.37902832,-122.72827,0.0,0.0,0.0
1732896763025,90.19226,-0.37902832,-122.72278,0.0,0.0,0.0
1732896763138,90.197754,-0.37353516,-122.72827,0.0,0.0,0.0
1732896763228,90.20325,-0.37353516,-122.73926,0.0,0.0,0.0
1732896763339,90.197754,-0.37353516,-122.733765,0.0,0.0,0.0
1732896763430,90.20325,-0.37353516,-122.733765,0.0,0.0,0.0
1732896763564,90.20325,-0.368042,-122.733765,0.0,0.0,0.0
1732896763634,90.20874,-0.36254883,-122.75574,0.0,0.0,0.0
1732896763746,90.21423,-0.36254883,-122.76672,0.0,0.0,0.0
1732896763835,90.21973,-0.35705566,-122.77771,0.0,0.0,0.0
1732896763947,90.22522,-0.3515625,-122.7887,0.0,0.0,0.0
1732896764038,90.22522,-0.3515625,-122.805176,0.0,0.0,0.0
1732896764149,90.236206,-0.34606934,-122.82715,0.0,0.0,0.0
1732896764240,90.236206,-0.34057617,-122.838135,0.0,0.0,0.0
1732896764352,90.236206,-0.34057617,-122.838135,0.0,0.0,0.0
1732896764443,90.2417,-0.34057617,-122.854614,0.0,0.0,0.0
1732896764555,90.2417,-0.335083,-122.854614,0.0,0.0,0.0
1732896764645,90.2417,-0.335083,-122.854614,0.0,0.0,0.0
1732896764757,90.24719,-0.335083,-122.86011,0.0,0.0,0.0
1732896764824,90.2417,-0.34057617,-122.84363,0.0,0.0,0.0
1732896764960,90.236206,-0.34057617,-122.84363,0.0,0.0,0.0
1732896765027,90.236206,-0.34057617,-122.84363,0.0,0.0,0.0
1732896765163,90.2417,-0.335083,-122.854614,0.0,0.0,0.0
1732896765230,90.2417,-0.335083,-122.854614,0.0,0.0,0.0
1732896765364,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896765435,90.2417,-0.335083,-122.854614,0.0,0.0,0.0
1732896765567,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896765635,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896765771,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896765838,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896765972,90.2417,-0.335083,-122.86011,0.0,0.0,0.0
1732896766039,90.24719,-0.32958984,-122.87659,0.0,0.0,0.0
1732896766176,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766243,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766380,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766444,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766557,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766647,90.236206,-0.335083,-122.8656,0.0,0.0,0.0
1732896766761,90.2417,-0.335083,-122.87109,0.0,0.0,0.0
1732896766849,90.24719,-0.32958984,-122.87659,0.0,0.0,0.0
1732896766962,90.24719,-0.335083,-122.88208,0.0,0.0,0.0
1732896767053,90.252686,-0.32958984,-122.88757,0.0,0.0,0.0
1732896767165,90.25818,-0.32958984,-122.89307,0.0,0.0,0.0
1732896767254,90.26367,-0.32409668,-122.91504,0.0,0.0,0.0
1732896767370,90.269165,-0.32409668,-122.92053,0.0,0.0,0.0
1732896767457,90.27466,-0.32409668,-122.93701,0.0,0.0,0.0
1732896767569,90.28015,-0.31860352,-122.948,0.0,0.0,0.0
1732896767659,90.28015,-0.32409668,-122.942505,0.0,0.0,0.0
1732896767772,90.28015,-0.32409668,-122.948,0.0,0.0,0.0
1732896767862,90.28015,-0.32409668,-122.95349,0.0,0.0,0.0
1732896767976,90.285645,-0.31860352,-122.96448,0.0,0.0,0.0
1732896768064,90.285645,-0.32409668,-122.96448,0.0,0.0,0.0
1732896768177,90.285645,-0.32409668,-122.96997,0.0,0.0,0.0
1732896768268,90.285645,-0.32409668,-122.96997,0.0,0.0,0.0
1732896768380,90.29114,-0.32409668,-122.98096,0.0,0.0,0.0
1732896768470,90.29114,-0.32409668,-122.975464,0.0,0.0,0.0
1732896768583,90.29114,-0.32409668,-122.98645,0.0,0.0,0.0
1732896768695,90.29663,-0.32409668,-122.99744,0.0,0.0,0.0
1732896768786,90.29663,-0.31860352,-123.00293,0.0,0.0,0.0
1732896768898,90.29663,-0.32409668,-123.00842,0.0,0.0,0.0
1732896768989,90.29663,-0.32409668,-123.00842,0.0,0.0,0.0
1732896769077,90.302124,-0.32409668,-123.01941,0.0,0.0,0.0
1732896769211,90.302124,-0.32409668,-123.013916,0.0,0.0,0.0
1732896769258,90.29663,-0.32958984,-123.00842,0.0,0.0,0.0
1732896769391,90.29663,-0.32958984,-123.00842,0.0,0.0,0.0
1732896769460,90.29663,-0.32958984,-123.00842,0.0,0.0,0.0
